mep_id;name;profile_url;email;x_url;x_handle;political_group;country;national_party;country_and_national_party
256810;HomeMika AALTOLA;https://www.europarl.europa.eu/meps/en/256810;;https://x.com/MikaAaltola;MikaAaltola;Group of the European People's Party (Christian Democrats);Finland;Kansallinen Kokoomus (Finland);"Finland
						 
							 - Kansallinen Kokoomus (Finland)"
257043;HomeMaravillas ABADÍA JOVER;https://www.europarl.europa.eu/meps/en/257043;;https://x.com/mabadiajover;mabadiajover;Group of the European People's Party (Christian Democrats);Spain;Partido Popular (Spain);"Spain
						 
							 - Partido Popular (Spain)"
197490;HomeMagdalena ADAMOWICZ;https://www.europarl.europa.eu/meps/en/197490;;https://twitter.com/Adamowicz_Magda;Adamowicz_Magda;Group of the European People's Party (Christian Democrats);Poland;Independent (Poland);"Poland
						 
							 - Independent (Poland)"
256820;HomeGeorgios AFTIAS;https://www.europarl.europa.eu/meps/en/256820;;;;Group of the European People's Party (Christian Democrats);Greece;Nea Demokratia (Greece);"Greece
						 
							 - Nea Demokratia (Greece)"
256987;HomeOihane AGIRREGOITIA MARTÍNEZ;https://www.europarl.europa.eu/meps/en/256987;;https://x.com/oagirregoitia;oagirregoitia;Renew Europe Group;Spain;Partido Nacionalista Vasco (Spain);"Spain
						 
							 - Partido Nacionalista Vasco (Spain)"
113523;HomePeter AGIUS;https://www.europarl.europa.eu/meps/en/113523;;https://x.com/peteragius_eu;peteragius_eu;Group of the European People's Party (Christian Democrats);Malta;Partit Nazzjonalista (Malta);"Malta
						 
							 - Partit Nazzjonalista (Malta)"
197403;HomeAlex AGIUS SALIBA;https://www.europarl.europa.eu/meps/en/197403;;;;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Malta;Partit Laburista (Malta);"Malta
						 
							 - Partit Laburista (Malta)"
256956;HomeGalato ALEXANDRAKI;https://www.europarl.europa.eu/meps/en/256956;;;;European Conservatives and Reformists Group;Greece;Elliniki Lusi-Greek Solution (Greece);"Greece
						 
							 - Elliniki Lusi-Greek Solution (Greece)"
256869;HomeGrégory ALLIONE;https://www.europarl.europa.eu/meps/en/256869;;;;Renew Europe Group;France;Renaissance (France);"France
						 
							 - Renaissance (France)"
197400;HomeAbir AL-SAHLANI;https://www.europarl.europa.eu/meps/en/197400;;https://twitter.com/abiralsahlani;abiralsahlani;Renew Europe Group;Sweden;Centerpartiet (Sweden);"Sweden
						 
							 - Centerpartiet (Sweden)"
256858;HomeNikolaos ANADIOTIS;https://www.europarl.europa.eu/meps/en/256858;;;;Non-attached Members;Greece;Dimokratikó Patriotikó Kínima «NIKI» (Greece);"Greece
						 
							 - Dimokratikó Patriotikó Kínima «NIKI» (Greece)"
197475;HomeChristine ANDERSON;https://www.europarl.europa.eu/meps/en/197475;;;;Europe of Sovereign Nations Group;Germany;Alternative für Deutschland (Germany);"Germany
						 
							 - Alternative für Deutschland (Germany)"
256805;HomeLi ANDERSSON;https://www.europarl.europa.eu/meps/en/256805;;;;The Left group in the European Parliament - GUE/NGL;Finland;Vasemmistoliitto (Finland);"Finland
						 
							 - Vasemmistoliitto (Finland)"
197448;HomeRasmus ANDRESEN;https://www.europarl.europa.eu/meps/en/197448;;https://twitter.com/RasmusAndresen;RasmusAndresen;Group of the Greens/European Free Alliance;Germany;Bündnis 90/Die Grünen (Germany);"Germany
						 
							 - Bündnis 90/Die Grünen (Germany)"
204332;HomeBarry ANDREWS;https://www.europarl.europa.eu/meps/en/204332;;;;Renew Europe Group;Ireland;Fianna Fáil Party (Ireland);"Ireland
						 
							 - Fianna Fáil Party (Ireland)"
130881;HomeMieke ANDRIESE;https://www.europarl.europa.eu/meps/en/130881;;;;Patriots for Europe Group;Netherlands;Partij voor de Vrijheid (Netherlands);"Netherlands
						 
							 - Partij voor de Vrijheid (Netherlands)"
119652;HomeVytenis Povilas ANDRIUKAITIS;https://www.europarl.europa.eu/meps/en/119652;;;;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Lithuania;Lietuvos socialdemokratų partija (Lithuania);"Lithuania
						 
							 - Lietuvos socialdemokratų partija (Lithuania)"
197691;HomeMathilde ANDROUËT;https://www.europarl.europa.eu/meps/en/197691;;https://x.com/mandrouet?s=21;mandrouet;Patriots for Europe Group;France;Rassemblement national (France);"France
						 
							 - Rassemblement national (France)"
202073;HomeMarc ANGEL;https://www.europarl.europa.eu/meps/en/202073;;https://x.com/marcangel_lu;marcangel_lu;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Luxembourg;Parti ouvrier socialiste luxembourgeois (Luxembourg);"Luxembourg
						 
							 - Parti ouvrier socialiste luxembourgeois (Luxembourg)"
124973;HomeGerolf ANNEMANS;https://www.europarl.europa.eu/meps/en/124973;;;;Patriots for Europe Group;Belgium;Vlaams Belang (Belgium);"Belgium
						 
							 - Vlaams Belang (Belgium)"
257123;HomeLucia ANNUNZIATA;https://www.europarl.europa.eu/meps/en/257123;;;;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Italy;Partito Democratico (Italy);"Italy
						 
							 - Partito Democratico (Italy)"
257138;HomeGiuseppe ANTOCI;https://www.europarl.europa.eu/meps/en/257138;;;;The Left group in the European Parliament - GUE/NGL;Italy;Movimento 5 Stelle (Italy);"Italy
						 
							 - Movimento 5 Stelle (Italy)"
96808;HomePablo ARIAS ECHEVERRÍA;https://www.europarl.europa.eu/meps/en/96808;;https://x.com/pabloariase?lang=en;pabloariase;Group of the European People's Party (Christian Democrats);Spain;Partido Popular (Spain);"Spain
						 
							 - Partido Popular (Spain)"
24922;HomePascal ARIMONT;https://www.europarl.europa.eu/meps/en/24922;;https://twitter.com/pascal_arimont;pascal_arimont;Group of the European People's Party (Christian Democrats);Belgium;Christlich Soziale Partei (Belgium);"Belgium
						 
							 - Christlich Soziale Partei (Belgium)"
197492;HomeBartosz ARŁUKOWICZ;https://www.europarl.europa.eu/meps/en/197492;;https://x.com/Arlukowicz;Arlukowicz;Group of the European People's Party (Christian Democrats);Poland;Platforma Obywatelska (Poland);"Poland
						 
							 - Platforma Obywatelska (Poland)"
256829;HomeSakis ARNAOUTOGLOU;https://www.europarl.europa.eu/meps/en/256829;;https://x.com/S_Arnaoutoglou;S_Arnaoutoglou;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Greece;PASOK-KINAL (Greece);"Greece
						 
							 - PASOK-KINAL (Greece)"
256951;HomeAnja ARNDT;https://www.europarl.europa.eu/meps/en/256951;;;;Europe of Sovereign Nations Group;Germany;Alternative für Deutschland (Germany);"Germany
						 
							 - Alternative für Deutschland (Germany)"
197701;HomeKonstantinos ARVANITIS;https://www.europarl.europa.eu/meps/en/197701;;;;The Left group in the European Parliament - GUE/NGL;Greece;Coalition of the Radical Left (Greece);"Greece
						 
							 - Coalition of the Radical Left (Greece)"
257015;HomeJaume ASENS LLODRÀ;https://www.europarl.europa.eu/meps/en/257015;;;;Group of the Greens/European Free Alliance;Spain;Movimiento Sumar (Spain);"Spain
						 
							 - Movimiento Sumar (Spain)"
28307;HomeFrancisco ASSIS;https://www.europarl.europa.eu/meps/en/28307;;;;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Portugal;Partido Socialista (Portugal);"Portugal
						 
							 - Partido Socialista (Portugal)"
256934;HomeDaniel ATTARD;https://www.europarl.europa.eu/meps/en/256934;;;;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Malta;Partit Laburista (Malta);"Malta
						 
							 - Partit Laburista (Malta)"
197533;HomeManon AUBRY;https://www.europarl.europa.eu/meps/en/197533;;https://twitter.com/manonaubryfr;manonaubryfr;The Left group in the European Parliament - GUE/NGL;France;La France Insoumise (France);"France
						 
							 - La France Insoumise (France)"
256929;HomeRené AUST;https://www.europarl.europa.eu/meps/en/256929;;https://x.com/Rene_Aust?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor;Rene_Aust;Europe of Sovereign Nations Group;Germany;Alternative für Deutschland (Germany);"Germany
						 
							 - Alternative für Deutschland (Germany)"
124766;HomePetras AUŠTREVIČIUS;https://www.europarl.europa.eu/meps/en/124766;;https://twitter.com/petras_petras;petras_petras;Renew Europe Group;Lithuania;Liberalų sąjūdis (Lithuania);"Lithuania
						 
							 - Liberalų sąjūdis (Lithuania)"
257117;HomeAdrian-George AXINIA;https://www.europarl.europa.eu/meps/en/257117;;;;European Conservatives and Reformists Group;Romania;Alianța pentru Unirea Românilor (Romania);"Romania
						 
							 - Alianța pentru Unirea Românilor (Romania)"
197781;HomeMalik AZMANI;https://www.europarl.europa.eu/meps/en/197781;;https://twitter.com/MalikAzmani;MalikAzmani;Renew Europe Group;Netherlands;Volkspartij voor Vrijheid en Democratie (Netherlands);"Netherlands
						 
							 - Volkspartij voor Vrijheid en Democratie (Netherlands)"
256936;HomeThomas BAJADA;https://www.europarl.europa.eu/meps/en/256936;;;;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Malta;Partit Laburista (Malta);"Malta
						 
							 - Partit Laburista (Malta)"
257003;HomeJeannette BALJEU;https://www.europarl.europa.eu/meps/en/257003;;;;Renew Europe Group;Netherlands;Volkspartij voor Vrijheid en Democratie (Netherlands);"Netherlands
						 
							 - Volkspartij voor Vrijheid en Democratie (Netherlands)"
247735;HomeLaura BALLARÍN CEREZA;https://www.europarl.europa.eu/meps/en/247735;;https://x.com/lauballarin;lauballarin;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Spain;Partido Socialista Obrero Español (Spain);"Spain
						 
							 - Partido Socialista Obrero Español (Spain)"
131580;HomeJordan BARDELLA;https://www.europarl.europa.eu/meps/en/131580;;https://twitter.com/J_Bardella;J_Bardella;Patriots for Europe Group;France;Rassemblement national (France);"France
						 
							 - Rassemblement national (France)"
197433;HomeKatarina BARLEY;https://www.europarl.europa.eu/meps/en/197433;;https://twitter.com/KATARINABARLEY;KATARINABARLEY;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Germany;Sozialdemokratische Partei Deutschlands (Germany);"Germany
						 
							 - Sozialdemokratische Partei Deutschlands (Germany)"
257110;HomeDan BARNA;https://www.europarl.europa.eu/meps/en/257110;;;;Renew Europe Group;Romania;Uniunea Salvați România (Romania);"Romania
						 
							 - Uniunea Salvați România (Romania)"
197684;HomePernando BARRENA ARZA;https://www.europarl.europa.eu/meps/en/197684;;;;The Left group in the European Parliament - GUE/NGL;Spain;EH BILDU (Spain);"Spain
						 
							 - EH BILDU (Spain)"
257000;HomeStephen Nikola BARTULICA;https://www.europarl.europa.eu/meps/en/257000;;https://x.com/stjepobartulica;stjepobartulica;European Conservatives and Reformists Group;Croatia;Dom i nacionalno okupljanje (Croatia);"Croatia
						 
							 - Dom i nacionalno okupljanje (Croatia)"
256852;HomeNikola BARTŮŠEK;https://www.europarl.europa.eu/meps/en/256852;;https://x.com/nikola_bartusek;nikola_bartusek;Patriots for Europe Group;Czechia;Přísaha (Czechia);"Czechia
						 
							 - Přísaha (Czechia)"
256948;HomeArno BAUSEMER;https://www.europarl.europa.eu/meps/en/256948;;;;Europe of Sovereign Nations Group;Germany;Alternative für Deutschland (Germany);"Germany
						 
							 - Alternative für Deutschland (Germany)"
124760;HomeNicolas BAY;https://www.europarl.europa.eu/meps/en/124760;;https://twitter.com/NicolasBay_;NicolasBay_;European Conservatives and Reformists Group;France;Identité Libertés (France);"France
						 
							 - Identité Libertés (France)"
261797;HomeChristophe BAY;https://www.europarl.europa.eu/meps/en/261797;;;;Patriots for Europe Group;France;Rassemblement national (France);"France
						 
							 - Rassemblement national (France)"
256887;HomeWouter BEKE;https://www.europarl.europa.eu/meps/en/256887;;https://x.com/wbeke?mx=2;wbeke;Group of the European People's Party (Christian Democrats);Belgium;Christen-Democratisch & Vlaams (Belgium);"Belgium
						 
							 - Christen-Democratisch & Vlaams (Belgium)"
256947;HomeFredis BELERIS;https://www.europarl.europa.eu/meps/en/256947;;https://x.com/fredisbeleris;fredisbeleris;Group of the European People's Party (Christian Democrats);Greece;Nea Demokratia (Greece);"Greece
						 
							 - Nea Demokratia (Greece)"
197534;HomeFrançois-Xavier BELLAMY;https://www.europarl.europa.eu/meps/en/197534;;https://twitter.com/fxbellamy;fxbellamy;Group of the European People's Party (Christian Democrats);France;Les Républicains (France);"France
						 
							 - Les Républicains (France)"
197658;HomeDragoş BENEA;https://www.europarl.europa.eu/meps/en/197658;;;;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Romania;Partidul Social Democrat (Romania);"Romania
						 
							 - Partidul Social Democrat (Romania)"
124867;HomeBrando BENIFEI;https://www.europarl.europa.eu/meps/en/124867;;https://twitter.com/brandobenifei;brandobenifei;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Italy;Partito Democratico (Italy);"Italy
						 
							 - Partito Democratico (Italy)"
197679;HomeIsabel BENJUMEA BENJUMEA;https://www.europarl.europa.eu/meps/en/197679;;https://twitter.com/IsabelBenjumea;IsabelBenjumea;Group of the European People's Party (Christian Democrats);Spain;Partido Popular (Spain);"Spain
						 
							 - Partido Popular (Spain)"
23868;HomeMonika BEŇOVÁ;https://www.europarl.europa.eu/meps/en/23868;;;;Non-attached Members;Slovakia;SMER-Sociálna demokracia (Slovakia);"Slovakia
						 
							 - SMER-Sociálna demokracia (Slovakia)"
197408;HomeHildegard BENTELE;https://www.europarl.europa.eu/meps/en/197408;;https://twitter.com/hildebentele;hildebentele;Group of the European People's Party (Christian Democrats);Germany;Christlich Demokratische Union Deutschlands (Germany);"Germany
						 
							 - Christlich Demokratische Union Deutschlands (Germany)"
197778;HomeTom BERENDSEN;https://www.europarl.europa.eu/meps/en/197778;;https://twitter.com/tbwberendsen;tbwberendsen;Group of the European People's Party (Christian Democrats);Netherlands;Christen Democratisch Appèl (Netherlands);"Netherlands
						 
							 - Christen Democratisch Appèl (Netherlands)"
197410;HomeStefan BERGER;https://www.europarl.europa.eu/meps/en/197410;;https://twitter.com/DrStefanBerger;DrStefanBerger;Group of the European People's Party (Christian Democrats);Germany;Christlich Demokratische Union Deutschlands (Germany);"Germany
						 
							 - Christlich Demokratische Union Deutschlands (Germany)"
256960;HomeSibylle BERG;https://www.europarl.europa.eu/meps/en/256960;;https://x.com/SibylleBerg?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor;SibylleBerg;Non-attached Members;Germany;Die PARTEI (Germany);"Germany
						 
							 - Die PARTEI (Germany)"
4746;HomeSergio BERLATO;https://www.europarl.europa.eu/meps/en/4746;;https://twitter.com/SERGIOBERLATO;SERGIOBERLATO;European Conservatives and Reformists Group;Italy;FRATELLI D' ITALIA (Italy);"Italy
						 
							 - FRATELLI D' ITALIA (Italy)"
197648;HomeAlexander BERNHUBER;https://www.europarl.europa.eu/meps/en/197648;;;;Group of the European People's Party (Christian Democrats);Austria;Österreichische Volkspartei (Austria);"Austria
						 
							 - Österreichische Volkspartei (Austria)"
197498;HomeRobert BIEDROŃ;https://www.europarl.europa.eu/meps/en/197498;;https://twitter.com/robertbiedron;robertbiedron;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Poland;Nowa Lewica (Poland);"Poland
						 
							 - Nowa Lewica (Poland)"
23788;HomeAdam BIELAN;https://www.europarl.europa.eu/meps/en/23788;;http://twitter.com/AdamBielan;AdamBielan;European Conservatives and Reformists Group;Poland;Prawo i Sprawiedliwość (Poland);"Poland
						 
							 - Prawo i Sprawiedliwość (Poland)"
197435;HomeGabriele BISCHOFF;https://www.europarl.europa.eu/meps/en/197435;;https://twitter.com/gabischoff;gabischoff;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Germany;Sozialdemokratische Partei Deutschlands (Germany);"Germany
						 
							 - Sozialdemokratische Partei Deutschlands (Germany)"
257005;HomeĽuboš BLAHA;https://www.europarl.europa.eu/meps/en/257005;;;;Non-attached Members;Slovakia;SMER-Sociálna demokracia (Slovakia);"Slovakia
						 
							 - SMER-Sociálna demokracia (Slovakia)"
96681;HomeVilija BLINKEVIČIŪTĖ;https://www.europarl.europa.eu/meps/en/96681;;;;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Lithuania;Lietuvos socialdemokratų partija (Lithuania);"Lithuania
						 
							 - Lietuvos socialdemokratų partija (Lithuania)"
256998;HomeRachel BLOM;https://www.europarl.europa.eu/meps/en/256998;;;;Patriots for Europe Group;Netherlands;Partij voor de Vrijheid (Netherlands);"Netherlands
						 
							 - Partij voor de Vrijheid (Netherlands)"
197449;HomeMichael BLOSS;https://www.europarl.europa.eu/meps/en/197449;;https://twitter.com/micha_bloss;micha_bloss;Group of the Greens/European Free Alliance;Germany;Bündnis 90/Die Grünen (Germany);"Germany
						 
							 - Bündnis 90/Die Grünen (Germany)"
257073;HomeTobiasz BOCHEŃSKI;https://www.europarl.europa.eu/meps/en/257073;;;;European Conservatives and Reformists Group;Poland;Prawo i Sprawiedliwość (Poland);"Poland
						 
							 - Prawo i Sprawiedliwość (Poland)"
197439;HomeDamian BOESELAGER;https://www.europarl.europa.eu/meps/en/197439;;https://twitter.com/d_boeselager;d_boeselager;Group of the Greens/European Free Alliance;Germany;Volt (Germany);"Germany
						 
							 - Volt (Germany)"
197636;HomeIoan-Rareş BOGDAN;https://www.europarl.europa.eu/meps/en/197636;;;;Group of the European People's Party (Christian Democrats);Romania;Partidul Naţional Liberal (Romania);"Romania
						 
							 - Partidul Naţional Liberal (Romania)"
257108;HomeStefano BONACCINI;https://www.europarl.europa.eu/meps/en/257108;;;;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Italy;Partito Democratico (Italy);"Italy
						 
							 - Partito Democratico (Italy)"
256881;HomeBarbara BONTE;https://www.europarl.europa.eu/meps/en/256881;;https://x.com/Barbarabonte;Barbarabonte;Patriots for Europe Group;Belgium;Vlaams Belang (Belgium);"Belgium
						 
							 - Vlaams Belang (Belgium)"
101039;HomePaolo BORCHIA;https://www.europarl.europa.eu/meps/en/101039;;https://twitter.com/paoloborchia?lang=en;paoloborchia;Patriots for Europe Group;Italy;Lega (Italy);"Italy
						 
							 - Lega (Italy)"
257024;HomeMireia BORRÁS PABÓN;https://www.europarl.europa.eu/meps/en/257024;;https://twitter.com/_mireiaborras/status/1786708088570929481;_mireiaborras;Patriots for Europe Group;Spain;VOX (Spain);"Spain
						 
							 - VOX (Spain)"
257457;HomeZsuzsanna BORVENDÉG;https://www.europarl.europa.eu/meps/en/257457;;;;Europe of Sovereign Nations Group;Hungary;Mi Hazánk Mozgalom (Hungary);"Hungary
						 
							 - Mi Hazánk Mozgalom (Hungary)"
112748;HomeBiljana BORZAN;https://www.europarl.europa.eu/meps/en/112748;;https://twitter.com/BiljanaBorzan;BiljanaBorzan;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Croatia;Socijaldemokratska partija Hrvatske (Croatia);"Croatia
						 
							 - Socijaldemokratska partija Hrvatske (Croatia)"
256995;HomeGordan BOSANAC;https://www.europarl.europa.eu/meps/en/256995;;https://x.com/GordanBosanac;GordanBosanac;Group of the Greens/European Free Alliance;Croatia;Možemo! (Croatia);"Croatia
						 
							 - Možemo! (Croatia)"
256945;HomeIrmhild BOẞDORF;https://www.europarl.europa.eu/meps/en/256945;;;;Europe of Sovereign Nations Group;Germany;Alternative für Deutschland (Germany);"Germany
						 
							 - Alternative für Deutschland (Germany)"
257020;HomeStine BOSSE;https://www.europarl.europa.eu/meps/en/257020;;https://x.com/BosseStine?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor;BosseStine;Renew Europe Group;Denmark;Moderaterne (Denmark);"Denmark
						 
							 - Moderaterne (Denmark)"
187917;HomeMarc BOTENGA;https://www.europarl.europa.eu/meps/en/187917;;https://www.twitter.com/botengam;botengam;The Left group in the European Parliament - GUE/NGL;Belgium;PVDA-PTB (Belgium);"Belgium
						 
							 - PVDA-PTB (Belgium)"
197577;HomeGilles BOYER;https://www.europarl.europa.eu/meps/en/197577;;https://twitter.com/gillesboyer;gillesboyer;Renew Europe Group;France;Horizons (France);"France
						 
							 - Horizons (France)"
124984;HomeLynn BOYLAN;https://www.europarl.europa.eu/meps/en/124984;;;;The Left group in the European Parliament - GUE/NGL;Ireland;Sinn Féin (Ireland);"Ireland
						 
							 - Sinn Féin (Ireland)"
256841;HomeHelmut BRANDSTÄTTER;https://www.europarl.europa.eu/meps/en/256841;;;;Renew Europe Group;Austria;NEOS – Das Neue Österreich (Austria);"Austria
						 
							 - NEOS – Das Neue Österreich (Austria)"
256878;HomeMarie-Luce BRASIER-CLAIN;https://www.europarl.europa.eu/meps/en/256878;;;;Patriots for Europe Group;France;Rassemblement national (France);"France
						 
							 - Rassemblement national (France)"
257067;HomeGrzegorz BRAUN;https://www.europarl.europa.eu/meps/en/257067;;;;Non-attached Members;Poland;Konfederacja Korony Polskiej (Poland);"Poland
						 
							 - Konfederacja Korony Polskiej (Poland)"
251324;HomeKrzysztof BREJZA;https://www.europarl.europa.eu/meps/en/251324;;https://x.com/krzysztofbrejza;krzysztofbrejza;Group of the European People's Party (Christian Democrats);Poland;Platforma Obywatelska (Poland);"Poland
						 
							 - Platforma Obywatelska (Poland)"
197470;HomeSaskia BRICMONT;https://www.europarl.europa.eu/meps/en/197470;;https://x.com/saskiabricmont;saskiabricmont;Group of the Greens/European Free Alliance;Belgium;Ecologistes Confédérés pour l'Organisation de Luttes Originales (Belgium);"Belgium
						 
							 - Ecologistes Confédérés pour l'Organisation de Luttes Originales (Belgium)"
204129;HomeNikolina BRNJAC;https://www.europarl.europa.eu/meps/en/204129;;https://x.com/NBrnjac;NBrnjac;Group of the European People's Party (Christian Democrats);Croatia;Hrvatska demokratska zajednica (Croatia);"Croatia
						 
							 - Hrvatska demokratska zajednica (Croatia)"
197501;HomeJoachim Stanisław BRUDZIŃSKI;https://www.europarl.europa.eu/meps/en/197501;;https://twitter.com/jbrudzinski;jbrudzinski;European Conservatives and Reformists Group;Poland;Prawo i Sprawiedliwość (Poland);"Poland
						 
							 - Prawo i Sprawiedliwość (Poland)"
257064;HomeAnna BRYŁKA;https://www.europarl.europa.eu/meps/en/257064;;;;Patriots for Europe Group;Poland;Konfederacja Wolność i Niepodległość (Poland);"Poland
						 
							 - Konfederacja Wolność i Niepodległość (Poland)"
128483;HomeMarkus BUCHHEIT;https://www.europarl.europa.eu/meps/en/128483;;;;Europe of Sovereign Nations Group;Germany;Alternative für Deutschland (Germany);"Germany
						 
							 - Alternative für Deutschland (Germany)"
257072;HomeTomasz BUCZEK;https://www.europarl.europa.eu/meps/en/257072;;;;Patriots for Europe Group;Poland;Konfederacja Wolność i Niepodległość (Poland);"Poland
						 
							 - Konfederacja Wolność i Niepodległość (Poland)"
125012;HomeDaniel BUDA;https://www.europarl.europa.eu/meps/en/125012;;https://twitter.com/MEPDanielBuda;MEPDanielBuda;Group of the European People's Party (Christian Democrats);Romania;Partidul Naţional Liberal (Romania);"Romania
						 
							 - Partidul Naţional Liberal (Romania)"
99878;HomeWaldemar BUDA;https://www.europarl.europa.eu/meps/en/99878;;;;European Conservatives and Reformists Group;Poland;Prawo i Sprawiedliwość (Poland);"Poland
						 
							 - Prawo i Sprawiedliwość (Poland)"
257047;HomeBorys BUDKA;https://www.europarl.europa.eu/meps/en/257047;;https://x.com/bbudka;bbudka;Group of the European People's Party (Christian Democrats);Poland;Platforma Obywatelska (Poland);"Poland
						 
							 - Platforma Obywatelska (Poland)"
257081;HomeSebastião BUGALHO;https://www.europarl.europa.eu/meps/en/257081;;http://x.com/reis_bugalho;reis_bugalho;Group of the European People's Party (Christian Democrats);Portugal;Partido Social Democrata (Portugal);"Portugal
						 
							 - Partido Social Democrata (Portugal)"
257051;HomeAndrzej BUŁA;https://www.europarl.europa.eu/meps/en/257051;;https://x.com/Andrzej_Bula;Andrzej_Bula;Group of the European People's Party (Christian Democrats);Poland;Platforma Obywatelska (Poland);"Poland
						 
							 - Platforma Obywatelska (Poland)"
4267;HomeUdo BULLMANN;https://www.europarl.europa.eu/meps/en/4267;;https://twitter.com/UdoBullmann;UdoBullmann;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Germany;Sozialdemokratische Partei Deutschlands (Germany);"Germany
						 
							 - Sozialdemokratische Partei Deutschlands (Germany)"
197440;HomeDelara BURKHARDT;https://www.europarl.europa.eu/meps/en/197440;;https://twitter.com/delarabur;delarabur;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Germany;Sozialdemokratische Partei Deutschlands (Germany);"Germany
						 
							 - Sozialdemokratische Partei Deutschlands (Germany)"
197829;HomeJorge BUXADÉ VILLALBA;https://www.europarl.europa.eu/meps/en/197829;;https://twitter.com/jorgebuxade;jorgebuxade;Patriots for Europe Group;Spain;VOX (Spain);"Spain
						 
							 - VOX (Spain)"
256928;HomePetr BYSTRON;https://www.europarl.europa.eu/meps/en/256928;;;;Europe of Sovereign Nations Group;Germany;Alternative für Deutschland (Germany);"Germany
						 
							 - Alternative für Deutschland (Germany)"
220840;HomeJaroslav BŽOCH;https://www.europarl.europa.eu/meps/en/220840;;;;Patriots for Europe Group;Czechia;ANO 2011 (Czechia);"Czechia
						 
							 - ANO 2011 (Czechia)"
256915;HomeMélissa CAMARA;https://www.europarl.europa.eu/meps/en/256915;;;;Group of the Greens/European Free Alliance;France;Les Écologistes (France);"France
						 
							 - Les Écologistes (France)"
96711;HomePascal CANFIN;https://www.europarl.europa.eu/meps/en/96711;;https://twitter.com/pcanfin?lang=en;pcanfin;Renew Europe Group;France;Renaissance (France);"France
						 
							 - Renaissance (France)"
257296;HomeNina CARBERRY;https://www.europarl.europa.eu/meps/en/257296;;https://x.com/ninacarberry;ninacarberry;Group of the European People's Party (Christian Democrats);Ireland;Fine Gael Party (Ireland);"Ireland
						 
							 - Fine Gael Party (Ireland)"
257100;HomeGheorghe CÂRCIU;https://www.europarl.europa.eu/meps/en/257100;;;;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Romania;Partidul Social Democrat (Romania);"Romania
						 
							 - Partidul Social Democrat (Romania)"
197574;HomeDamien CARÊME;https://www.europarl.europa.eu/meps/en/197574;;https://twitter.com/damiencareme;damiencareme;The Left group in the European Parliament - GUE/NGL;France;La France Insoumise (France);"France
						 
							 - La France Insoumise (France)"
28122;HomeDavid CASA;https://www.europarl.europa.eu/meps/en/28122;;https://twitter.com/DavidCasaMEP;DavidCasaMEP;Group of the European People's Party (Christian Democrats);Malta;Partit Nazzjonalista (Malta);"Malta
						 
							 - Partit Nazzjonalista (Malta)"
28219;HomeDaniel CASPARY;https://www.europarl.europa.eu/meps/en/28219;;https://twitter.com/caspary;caspary;Group of the European People's Party (Christian Democrats);Germany;Christlich Demokratische Union Deutschlands (Germany);"Germany
						 
							 - Christlich Demokratische Union Deutschlands (Germany)"
256891;HomeBenoit CASSART;https://www.europarl.europa.eu/meps/en/256891;;https://x.com/i/flow/login?redirect_after_login=%2Fbenoitcassart;i;Renew Europe Group;Belgium;Mouvement Réformateur (Belgium);"Belgium
						 
							 - Mouvement Réformateur (Belgium)"
256921;HomeLaurent CASTILLO;https://www.europarl.europa.eu/meps/en/256921;;https://x.com/PrLCastillo;PrLCastillo;Group of the European People's Party (Christian Democrats);France;Union des droites pour la République (France);"France
						 
							 - Union des droites pour la République (France)"
28390;HomePilar DEL CASTILLO VERA;https://www.europarl.europa.eu/meps/en/28390;;http://twitter.com/delcastillop;delcastillop;Group of the European People's Party (Christian Democrats);Spain;Partido Popular (Spain);"Spain
						 
							 - Partido Popular (Spain)"
86793;HomeAnna CAVAZZINI;https://www.europarl.europa.eu/meps/en/86793;;https://twitter.com/anna_cavazzini;anna_cavazzini;Group of the Greens/European Free Alliance;Germany;Bündnis 90/Die Grünen (Germany);"Germany
						 
							 - Bündnis 90/Die Grünen (Germany)"
